measurement,time,value
delivered,2022-08-01 22:00:00, 0.37
delivered,2022-08-01 22:15:00, 0.17
delivered,2022-08-01 22:30:00, 0.0
delivered,2022-08-01 22:45:00, 0.0
delivered,2022-08-01 23:00:00, 0.0
delivered,2022-08-01 23:15:00, 0.21
delivered,2022-08-01 23:30:00, 0.19
delivered,2022-08-01 23:45:00, 0.14
delivered,2022-08-02 00:00:00, 0.02
delivered,2022-08-02 00:15:00, 0.9
delivered,2022-08-02 00:30:00, 0.74
delivered,2022-08-02 00:45:00, 1.0
delivered,2022-08-02 01:00:00, 0.6
delivered,2022-08-02 01:15:00, 1.14
delivered,2022-08-02 01:30:00, 1.17
delivered,2022-08-02 01:45:00, 1.27
delivered,2022-08-02 02:00:00, 0.84
delivered,2022-08-02 02:15:00, 1.53
delivered,2022-08-02 02:30:00, 1.48
delivered,2022-08-02 02:45:00, 1.47
delivered,2022-08-02 03:00:00, 1.68
delivered,2022-08-02 03:15:00, 1.78
delivered,2022-08-02 03:30:00, 1.6
delivered,2022-08-02 03:45:00, 0.73
delivered,2022-08-02 04:00:00, 0.91
delivered,2022-08-02 04:15:00, 0.97
delivered,2022-08-02 04:30:00, 1.02
delivered,2022-08-02 04:45:00, 0.8
delivered,2022-08-02 05:00:00, 1.27
delivered,2022-08-02 05:15:00, 0.66
delivered,2022-08-02 05:30:00, 1.12
delivered,2022-08-02 05:45:00, 0.47
delivered,2022-08-02 06:00:00, 0.36
delivered,2022-08-02 06:15:00, 0.36
delivered,2022-08-02 06:30:00, 0.37
delivered,2022-08-02 06:45:00, 0.37
generated,2022-08-01 07:00:00, -0.0
generated,2022-08-01 07:15:00, -0.0
generated,2022-08-01 07:30:00, -0.0
generated,2022-08-01 07:45:00, -0.0
generated,2022-08-01 08:00:00, -0.0
generated,2022-08-01 08:15:00, -0.0
generated,2022-08-01 08:30:00, -0.0
generated,2022-08-01 08:45:00, -0.0
generated,2022-08-01 09:00:00, -0.0
generated,2022-08-01 09:15:00, -0.0
generated,2022-08-01 09:30:00, -0.0
generated,2022-08-01 09:45:00, -0.0
generated,2022-08-01 10:00:00, -0.0
generated,2022-08-01 10:15:00, -0.0
generated,2022-08-01 10:30:00, -0.0
generated,2022-08-01 10:45:00, -0.0
generated,2022-08-01 11:00:00, -0.0
generated,2022-08-01 11:15:00, -0.0
generated,2022-08-01 11:30:00, -0.0
generated,2022-08-01 11:45:00, -0.0
generated,2022-08-01 12:00:00, -0.0
generated,2022-08-01 12:15:00, -0.0
generated,2022-08-01 12:30:00, -0.0
generated,2022-08-01 12:45:00, -0.0
generated,2022-08-01 13:00:00, -0.0
generated,2022-08-01 13:15:00, -0.0
generated,2022-08-01 13:30:00, -0.0
generated,2022-08-01 13:45:00, -0.0
generated,2022-08-01 14:00:00, -0.0
generated,2022-08-01 14:15:00, -0.0
generated,2022-08-01 14:30:00, -0.0
generated,2022-08-01 14:45:00, -0.0
generated,2022-08-01 15:00:00, -0.0
generated,2022-08-01 15:15:00, -0.0
generated,2022-08-01 15:30:00, -0.0
generated,2022-08-01 15:45:00, -0.0
generated,2022-08-01 16:00:00, -0.05
generated,2022-08-01 16:15:00, -0.06
generated,2022-08-01 16:30:00, -0.14
generated,2022-08-01 16:45:00, -0.57
generated,2022-08-01 17:00:00, -0.64
generated,2022-08-01 17:15:00, -0.46
generated,2022-08-01 17:30:00, -0.27
generated,2022-08-01 17:45:00, -0.65
generated,2022-08-01 18:00:00, -1.25
generated,2022-08-01 18:15:00, -1.09
generated,2022-08-01 18:30:00, -0.8
generated,2022-08-01 18:45:00, -1.05
generated,2022-08-01 19:00:00, -1.1
generated,2022-08-01 19:15:00, -1.28
generated,2022-08-01 19:30:00, -1.36
generated,2022-08-01 19:45:00, -0.0
generated,2022-08-01 20:00:00, -0.04
generated,2022-08-01 20:15:00, -0.67
generated,2022-08-01 20:30:00, -0.09
generated,2022-08-01 20:45:00, -1.13
generated,2022-08-01 21:00:00, -0.32
generated,2022-08-01 21:15:00, -1.02
generated,2022-08-01 21:30:00, -0.64
generated,2022-08-01 21:45:00, -0.58
generated,2022-08-01 22:00:00, -0.29
generated,2022-08-01 22:15:00, -0.36
generated,2022-08-01 22:30:00, -0.7
generated,2022-08-01 22:45:00, -0.37
generated,2022-08-01 23:00:00, -0.41
generated,2022-08-01 23:15:00, -0.3
generated,2022-08-01 23:30:00, -0.21
generated,2022-08-01 23:45:00, -0.13
generated,2022-08-02 00:00:00, -0.11
generated,2022-08-02 00:15:00, -0.0
generated,2022-08-02 00:30:00, -0.0
generated,2022-08-02 00:45:00, -0.0
generated,2022-08-02 01:00:00, -0.0
generated,2022-08-02 01:15:00, -0.0
generated,2022-08-02 01:30:00, -0.0
generated,2022-08-02 01:45:00, -0.0
generated,2022-08-02 02:00:00, -0.0
generated,2022-08-02 02:15:00, -0.0
generated,2022-08-02 02:30:00, -0.0
generated,2022-08-02 02:45:00, -0.0
generated,2022-08-02 03:00:00, -0.0
generated,2022-08-02 03:15:00, -0.0
generated,2022-08-02 03:30:00, -0.0
generated,2022-08-02 03:45:00, -0.0
generated,2022-08-02 04:00:00, -0.0
generated,2022-08-02 04:15:00, -0.0
generated,2022-08-02 04:30:00, -0.0
generated,2022-08-02 04:45:00, -0.0
generated,2022-08-02 05:00:00, -0.0
generated,2022-08-02 05:15:00, -0.0
generated,2022-08-02 05:30:00, -0.0
generated,2022-08-02 05:45:00, -0.0
generated,2022-08-02 06:00:00, -0.0
generated,2022-08-02 06:15:00, -0.0
generated,2022-08-02 06:30:00, -0.0
generated,2022-08-02 06:45:00, -0.0
delivered,2022-08-02 07:00:00, 0.35
delivered,2022-08-02 07:15:00, 0.37
delivered,2022-08-02 07:30:00, 0.37
delivered,2022-08-02 07:45:00, 0.37
delivered,2022-08-02 08:00:00, 0.37
delivered,2022-08-02 08:15:00, 0.36
delivered,2022-08-02 08:30:00, 0.35
delivered,2022-08-02 08:45:00, 0.36
delivered,2022-08-02 09:00:00, 0.37
delivered,2022-08-02 09:15:00, 0.37
delivered,2022-08-02 09:30:00, 0.36
delivered,2022-08-02 09:45:00, 0.37
delivered,2022-08-02 10:00:00, 0.34
delivered,2022-08-02 10:15:00, 0.34
delivered,2022-08-02 10:30:00, 0.36
delivered,2022-08-02 10:45:00, 0.38
delivered,2022-08-02 11:00:00, 0.38
delivered,2022-08-02 11:15:00, 0.38
delivered,2022-08-02 11:30:00, 0.36
delivered,2022-08-02 11:45:00, 0.38
delivered,2022-08-02 12:00:00, 0.38
delivered,2022-08-02 12:15:00, 0.38
delivered,2022-08-02 12:30:00, 0.37
delivered,2022-08-02 12:45:00, 0.4
delivered,2022-08-02 13:00:00, 1.34
delivered,2022-08-02 13:15:00, 1.07
delivered,2022-08-02 13:30:00, 1.36
delivered,2022-08-02 13:45:00, 0.39
delivered,2022-08-02 14:00:00, 1.25
delivered,2022-08-02 14:15:00, 0.34
delivered,2022-08-02 14:30:00, 0.32
delivered,2022-08-02 14:45:00, 0.32
delivered,2022-08-02 15:00:00, 0.83
delivered,2022-08-02 15:15:00, 0.86
delivered,2022-08-02 15:30:00, 0.39
delivered,2022-08-02 15:45:00, 0.99
delivered,2022-08-02 16:00:00, 0.06
delivered,2022-08-02 16:15:00, 0.21
delivered,2022-08-02 16:30:00, 0.94
delivered,2022-08-02 16:45:00, 0.09
delivered,2022-08-02 17:00:00, 0.24
delivered,2022-08-02 17:15:00, 0.66
delivered,2022-08-02 17:30:00, 0.06
delivered,2022-08-02 17:45:00, 0.39
delivered,2022-08-02 18:00:00, 0.0
delivered,2022-08-02 18:15:00, 0.0
delivered,2022-08-02 18:30:00, 0.0
delivered,2022-08-02 18:45:00, 0.0
delivered,2022-08-02 19:00:00, 0.0
delivered,2022-08-02 19:15:00, 0.0
delivered,2022-08-02 19:30:00, 0.0
delivered,2022-08-02 19:45:00, 0.07
delivered,2022-08-02 20:00:00, 0.01
delivered,2022-08-02 20:15:00, 0.03
delivered,2022-08-02 20:30:00, 0.32
delivered,2022-08-02 20:45:00, 1.02
delivered,2022-08-02 21:00:00, 0.7
delivered,2022-08-02 21:15:00, 0.15
delivered,2022-08-02 21:30:00, 0.02
delivered,2022-08-02 21:45:00, 0.04
delivered,2022-08-02 22:00:00, 0.02
delivered,2022-08-02 22:15:00, 0.0
delivered,2022-08-02 22:30:00, 0.0
delivered,2022-08-02 22:45:00, 0.0
delivered,2022-08-02 23:00:00, 0.0
delivered,2022-08-02 23:15:00, 0.0
delivered,2022-08-02 23:30:00, 0.0
delivered,2022-08-02 23:45:00, 0.01
delivered,2022-08-03 00:00:00, 0.12
delivered,2022-08-03 00:15:00, 0.15
delivered,2022-08-03 00:30:00, 0.04
delivered,2022-08-03 00:45:00, 0.35
delivered,2022-08-03 01:00:00, 0.76
delivered,2022-08-03 01:15:00, 0.6
delivered,2022-08-03 01:30:00, 0.61
delivered,2022-08-03 01:45:00, 0.68
delivered,2022-08-03 02:00:00, 0.89
delivered,2022-08-03 02:15:00, 1.11
delivered,2022-08-03 02:30:00, 0.35
delivered,2022-08-03 02:45:00, 0.58
delivered,2022-08-03 03:00:00, 1.37
delivered,2022-08-03 03:15:00, 1.61
delivered,2022-08-03 03:30:00, 1.55
delivered,2022-08-03 03:45:00, 1.53
delivered,2022-08-03 04:00:00, 0.54
delivered,2022-08-03 04:15:00, 1.23
delivered,2022-08-03 04:30:00, 0.55
delivered,2022-08-03 04:45:00, 0.99
delivered,2022-08-03 05:00:00, 0.39
delivered,2022-08-03 05:15:00, 0.4
delivered,2022-08-03 05:30:00, 0.39
delivered,2022-08-03 05:45:00, 0.39
delivered,2022-08-03 06:00:00, 0.39
delivered,2022-08-03 06:15:00, 0.65
delivered,2022-08-03 06:30:00, 1.47
delivered,2022-08-03 06:45:00, 1.45
generated,2022-08-02 07:00:00, -0.0
generated,2022-08-02 07:15:00, -0.0
generated,2022-08-02 07:30:00, -0.0
generated,2022-08-02 07:45:00, -0.0
generated,2022-08-02 08:00:00, -0.0
generated,2022-08-02 08:15:00, -0.0
generated,2022-08-02 08:30:00, -0.0
generated,2022-08-02 08:45:00, -0.0
generated,2022-08-02 09:00:00, -0.0
generated,2022-08-02 09:15:00, -0.0
generated,2022-08-02 09:30:00, -0.0
generated,2022-08-02 09:45:00, -0.0
generated,2022-08-02 10:00:00, -0.0
generated,2022-08-02 10:15:00, -0.0
generated,2022-08-02 10:30:00, -0.0
generated,2022-08-02 10:45:00, -0.0
generated,2022-08-02 11:00:00, -0.0
generated,2022-08-02 11:15:00, -0.0
generated,2022-08-02 11:30:00, -0.0
generated,2022-08-02 11:45:00, -0.0
generated,2022-08-02 12:00:00, -0.0
generated,2022-08-02 12:15:00, -0.0
generated,2022-08-02 12:30:00, -0.0
generated,2022-08-02 12:45:00, -0.0
generated,2022-08-02 13:00:00, -0.0
generated,2022-08-02 13:15:00, -0.0
generated,2022-08-02 13:30:00, -0.0
generated,2022-08-02 13:45:00, -0.0
generated,2022-08-02 14:00:00, -0.0
generated,2022-08-02 14:15:00, -0.0
generated,2022-08-02 14:30:00, -0.0
generated,2022-08-02 14:45:00, -0.0
generated,2022-08-02 15:00:00, -0.0
generated,2022-08-02 15:15:00, -0.0
generated,2022-08-02 15:30:00, -0.0
generated,2022-08-02 15:45:00, -0.0
generated,2022-08-02 16:00:00, -0.03
generated,2022-08-02 16:15:00, -0.1
generated,2022-08-02 16:30:00, -0.0
generated,2022-08-02 16:45:00, -0.25
generated,2022-08-02 17:00:00, -0.28
generated,2022-08-02 17:15:00, -0.0
generated,2022-08-02 17:30:00, -0.56
generated,2022-08-02 17:45:00, -0.16
generated,2022-08-02 18:00:00, -0.84
generated,2022-08-02 18:15:00, -0.86
generated,2022-08-02 18:30:00, -0.94
generated,2022-08-02 18:45:00, -0.94
generated,2022-08-02 19:00:00, -1.11
generated,2022-08-02 19:15:00, -1.22
generated,2022-08-02 19:30:00, -1.15
generated,2022-08-02 19:45:00, -0.0
generated,2022-08-02 20:00:00, -0.07
generated,2022-08-02 20:15:00, -0.14
generated,2022-08-02 20:30:00, -0.03
generated,2022-08-02 20:45:00, -0.0
generated,2022-08-02 21:00:00, -0.01
generated,2022-08-02 21:15:00, -0.13
generated,2022-08-02 21:30:00, -0.26
generated,2022-08-02 21:45:00, -0.29
generated,2022-08-02 22:00:00, -0.32
generated,2022-08-02 22:15:00, -0.78
generated,2022-08-02 22:30:00, -1.45
generated,2022-08-02 22:45:00, -1.36
generated,2022-08-02 23:00:00, -1.43
generated,2022-08-02 23:15:00, -1.37
generated,2022-08-02 23:30:00, -0.59
generated,2022-08-02 23:45:00, -0.1
generated,2022-08-03 00:00:00, -0.04
generated,2022-08-03 00:15:00, -0.02
generated,2022-08-03 00:30:00, -0.25
generated,2022-08-03 00:45:00, -0.34
generated,2022-08-03 01:00:00, -0.0
generated,2022-08-03 01:15:00, -0.0
generated,2022-08-03 01:30:00, -0.0
generated,2022-08-03 01:45:00, -0.0
generated,2022-08-03 02:00:00, -0.0
generated,2022-08-03 02:15:00, -0.0
generated,2022-08-03 02:30:00, -0.0
generated,2022-08-03 02:45:00, -0.0
generated,2022-08-03 03:00:00, -0.0
generated,2022-08-03 03:15:00, -0.0
generated,2022-08-03 03:30:00, -0.0
generated,2022-08-03 03:45:00, -0.0
generated,2022-08-03 04:00:00, -0.0
generated,2022-08-03 04:15:00, -0.0
generated,2022-08-03 04:30:00, -0.0
generated,2022-08-03 04:45:00, -0.0
generated,2022-08-03 05:00:00, -0.0
generated,2022-08-03 05:15:00, -0.0
generated,2022-08-03 05:30:00, -0.0
generated,2022-08-03 05:45:00, -0.0
generated,2022-08-03 06:00:00, -0.0
generated,2022-08-03 06:15:00, -0.0
generated,2022-08-03 06:30:00, -0.0
generated,2022-08-03 06:45:00, -0.0
delivered,2022-08-03 07:00:00, 0.38
delivered,2022-08-03 07:15:00, 0.65
delivered,2022-08-03 07:30:00, 1.12
delivered,2022-08-03 07:45:00, 0.37
delivered,2022-08-03 08:00:00, 0.36
delivered,2022-08-03 08:15:00, 1.29
delivered,2022-08-03 08:30:00, 0.39
delivered,2022-08-03 08:45:00, 0.39
delivered,2022-08-03 09:00:00, 0.39
delivered,2022-08-03 09:15:00, 1.31
delivered,2022-08-03 09:30:00, 0.39
delivered,2022-08-03 09:45:00, 0.37
delivered,2022-08-03 10:00:00, 0.37
delivered,2022-08-03 10:15:00, 0.37
delivered,2022-08-03 10:30:00, 1.21
delivered,2022-08-03 10:45:00, 0.46
delivered,2022-08-03 11:00:00, 0.39
delivered,2022-08-03 11:15:00, 0.38
delivered,2022-08-03 11:30:00, 0.37
delivered,2022-08-03 11:45:00, 0.36
delivered,2022-08-03 12:00:00, 0.36
delivered,2022-08-03 12:15:00, 0.4
delivered,2022-08-03 12:30:00, 0.47
delivered,2022-08-03 12:45:00, 1.31
delivered,2022-08-03 13:00:00, 0.4
delivered,2022-08-03 13:15:00, 0.38
delivered,2022-08-03 13:30:00, 0.33
delivered,2022-08-03 13:45:00, 0.31
delivered,2022-08-03 14:00:00, 0.36
delivered,2022-08-03 14:15:00, 0.31
delivered,2022-08-03 14:30:00, 0.27
delivered,2022-08-03 14:45:00, 0.33
delivered,2022-08-03 15:00:00, 0.3
delivered,2022-08-03 15:15:00, 0.2
delivered,2022-08-03 15:30:00, 0.13
delivered,2022-08-03 15:45:00, 0.04
delivered,2022-08-03 16:00:00, 0.01
delivered,2022-08-03 16:15:00, 0.0
delivered,2022-08-03 16:30:00, 0.0
delivered,2022-08-03 16:45:00, 0.0
delivered,2022-08-03 17:00:00, 0.0
delivered,2022-08-03 17:15:00, 0.0
delivered,2022-08-03 17:30:00, 0.0
delivered,2022-08-03 17:45:00, 0.0
delivered,2022-08-03 18:00:00, 0.0
delivered,2022-08-03 18:15:00, 0.0
delivered,2022-08-03 18:30:00, 0.0
delivered,2022-08-03 18:45:00, 0.0
delivered,2022-08-03 19:00:00, 0.0
delivered,2022-08-03 19:15:00, 0.0
delivered,2022-08-03 19:30:00, 0.0
delivered,2022-08-03 19:45:00, 0.0
delivered,2022-08-03 20:00:00, 0.0
delivered,2022-08-03 20:15:00, 0.0
delivered,2022-08-03 20:30:00, 0.02
delivered,2022-08-03 20:45:00, 0.12
delivered,2022-08-03 21:00:00, 0.0
delivered,2022-08-03 21:15:00, 0.01
delivered,2022-08-03 21:30:00, 0.48
delivered,2022-08-03 21:45:00, 0.0
delivered,2022-08-03 22:00:00, 0.0
delivered,2022-08-03 22:15:00, 0.0
delivered,2022-08-03 22:30:00, 0.0
delivered,2022-08-03 22:45:00, 0.0
delivered,2022-08-03 23:00:00, 0.0
delivered,2022-08-03 23:15:00, 0.0
delivered,2022-08-03 23:30:00, 0.0
delivered,2022-08-03 23:45:00, 0.0
delivered,2022-08-04 00:00:00, 0.12
delivered,2022-08-04 00:15:00, 0.44
delivered,2022-08-04 00:30:00, 1.31
delivered,2022-08-04 00:45:00, 0.19
delivered,2022-08-04 01:00:00, 0.93
delivered,2022-08-04 01:15:00, 1.16
delivered,2022-08-04 01:30:00, 1.28
delivered,2022-08-04 01:45:00, 1.05
delivered,2022-08-04 02:00:00, 1.02
delivered,2022-08-04 02:15:00, 1.22
delivered,2022-08-04 02:30:00, 1.24
delivered,2022-08-04 02:45:00, 0.27
delivered,2022-08-04 03:00:00, 1.52
delivered,2022-08-04 03:15:00, 0.67
delivered,2022-08-04 03:30:00, 1.42
delivered,2022-08-04 03:45:00, 1.6
delivered,2022-08-04 04:00:00, 1.57
delivered,2022-08-04 04:15:00, 1.48
delivered,2022-08-04 04:30:00, 1.46
delivered,2022-08-04 04:45:00, 0.39
delivered,2022-08-04 05:00:00, 0.43
delivered,2022-08-04 05:15:00, 0.37
delivered,2022-08-04 05:30:00, 0.38
delivered,2022-08-04 05:45:00, 0.39
delivered,2022-08-04 06:00:00, 0.38
delivered,2022-08-04 06:15:00, 0.38
delivered,2022-08-04 06:30:00, 0.39
delivered,2022-08-04 06:45:00, 0.39
generated,2022-08-03 07:00:00, -0.0
generated,2022-08-03 07:15:00, -0.0
generated,2022-08-03 07:30:00, -0.0
generated,2022-08-03 07:45:00, -0.0
generated,2022-08-03 08:00:00, -0.0
generated,2022-08-03 08:15:00, -0.0
generated,2022-08-03 08:30:00, -0.0
generated,2022-08-03 08:45:00, -0.0
generated,2022-08-03 09:00:00, -0.0
generated,2022-08-03 09:15:00, -0.0
generated,2022-08-03 09:30:00, -0.0
generated,2022-08-03 09:45:00, -0.0
generated,2022-08-03 10:00:00, -0.0
generated,2022-08-03 10:15:00, -0.0
generated,2022-08-03 10:30:00, -0.0
generated,2022-08-03 10:45:00, -0.0
generated,2022-08-03 11:00:00, -0.0
generated,2022-08-03 11:15:00, -0.0
generated,2022-08-03 11:30:00, -0.0
generated,2022-08-03 11:45:00, -0.0
generated,2022-08-03 12:00:00, -0.0
generated,2022-08-03 12:15:00, -0.0
generated,2022-08-03 12:30:00, -0.0
generated,2022-08-03 12:45:00, -0.0
generated,2022-08-03 13:00:00, -0.0
generated,2022-08-03 13:15:00, -0.0
generated,2022-08-03 13:30:00, -0.0
generated,2022-08-03 13:45:00, -0.0
generated,2022-08-03 14:00:00, -0.0
generated,2022-08-03 14:15:00, -0.0
generated,2022-08-03 14:30:00, -0.0
generated,2022-08-03 14:45:00, -0.0
generated,2022-08-03 15:00:00, -0.0
generated,2022-08-03 15:15:00, -0.0
generated,2022-08-03 15:30:00, -0.0
generated,2022-08-03 15:45:00, -0.0
generated,2022-08-03 16:00:00, -0.03
generated,2022-08-03 16:15:00, -0.14
generated,2022-08-03 16:30:00, -0.28
generated,2022-08-03 16:45:00, -0.42
generated,2022-08-03 17:00:00, -0.53
generated,2022-08-03 17:15:00, -0.58
generated,2022-08-03 17:30:00, -0.29
generated,2022-08-03 17:45:00, -0.93
generated,2022-08-03 18:00:00, -0.93
generated,2022-08-03 18:15:00, -0.9
generated,2022-08-03 18:30:00, -0.99
generated,2022-08-03 18:45:00, -1.15
generated,2022-08-03 19:00:00, -1.17
generated,2022-08-03 19:15:00, -0.99
generated,2022-08-03 19:30:00, -0.94
generated,2022-08-03 19:45:00, -1.2
generated,2022-08-03 20:00:00, -1.25
generated,2022-08-03 20:15:00, -0.63
generated,2022-08-03 20:30:00, -0.74
generated,2022-08-03 20:45:00, -0.54
generated,2022-08-03 21:00:00, -1.21
generated,2022-08-03 21:15:00, -1.1
generated,2022-08-03 21:30:00, -0.25
generated,2022-08-03 21:45:00, -1.29
generated,2022-08-03 22:00:00, -0.4
generated,2022-08-03 22:15:00, -0.36
generated,2022-08-03 22:30:00, -1.59
generated,2022-08-03 22:45:00, -1.09
generated,2022-08-03 23:00:00, -0.26
generated,2022-08-03 23:15:00, -0.24
generated,2022-08-03 23:30:00, -1.08
generated,2022-08-03 23:45:00, -0.52
generated,2022-08-04 00:00:00, -0.0
generated,2022-08-04 00:15:00, -0.0
generated,2022-08-04 00:30:00, -0.0
generated,2022-08-04 00:45:00, -0.42
generated,2022-08-04 01:00:00, -0.0
generated,2022-08-04 01:15:00, -0.0
generated,2022-08-04 01:30:00, -0.0
generated,2022-08-04 01:45:00, -0.0
generated,2022-08-04 02:00:00, -0.0
generated,2022-08-04 02:15:00, -0.0
generated,2022-08-04 02:30:00, -0.0
generated,2022-08-04 02:45:00, -0.0
generated,2022-08-04 03:00:00, -0.0
generated,2022-08-04 03:15:00, -0.0
generated,2022-08-04 03:30:00, -0.0
generated,2022-08-04 03:45:00, -0.0
generated,2022-08-04 04:00:00, -0.0
generated,2022-08-04 04:15:00, -0.0
generated,2022-08-04 04:30:00, -0.0
generated,2022-08-04 04:45:00, -0.0
generated,2022-08-04 05:00:00, -0.0
generated,2022-08-04 05:15:00, -0.0
generated,2022-08-04 05:30:00, -0.0
generated,2022-08-04 05:45:00, -0.0
generated,2022-08-04 06:00:00, -0.0
generated,2022-08-04 06:15:00, -0.0
generated,2022-08-04 06:30:00, -0.0
generated,2022-08-04 06:45:00, -0.0
delivered,2022-08-04 07:00:00, 0.39
delivered,2022-08-04 07:15:00, 0.36
delivered,2022-08-04 07:30:00, 0.35
delivered,2022-08-04 07:45:00, 0.38
delivered,2022-08-04 08:00:00, 0.39
delivered,2022-08-04 08:15:00, 0.38
delivered,2022-08-04 08:30:00, 0.37
delivered,2022-08-04 08:45:00, 0.38
delivered,2022-08-04 09:00:00, 0.38
delivered,2022-08-04 09:15:00, 0.36
delivered,2022-08-04 09:30:00, 0.6
delivered,2022-08-04 09:45:00, 1.48
delivered,2022-08-04 10:00:00, 1.46
delivered,2022-08-04 10:15:00, 1.45
delivered,2022-08-04 10:30:00, 0.97
delivered,2022-08-04 10:45:00, 0.37
delivered,2022-08-04 11:00:00, 1.25
delivered,2022-08-04 11:15:00, 0.53
delivered,2022-08-04 11:30:00, 1.14
delivered,2022-08-04 11:45:00, 0.39
delivered,2022-08-04 12:00:00, 0.38
delivered,2022-08-04 12:15:00, 1.31
delivered,2022-08-04 12:30:00, 0.37
delivered,2022-08-04 12:45:00, 1.1
delivered,2022-08-04 13:00:00, 0.37
delivered,2022-08-04 13:15:00, 0.44
delivered,2022-08-04 13:30:00, 0.37
delivered,2022-08-04 13:45:00, 0.35
delivered,2022-08-04 14:00:00, 0.28
delivered,2022-08-04 14:15:00, 0.32
delivered,2022-08-04 14:30:00, 0.28
delivered,2022-08-04 14:45:00, 0.17
delivered,2022-08-04 15:00:00, 0.07
delivered,2022-08-04 15:15:00, 0.02
delivered,2022-08-04 15:30:00, 0.01
delivered,2022-08-04 15:45:00, 0.02
delivered,2022-08-04 16:00:00, 0.0
delivered,2022-08-04 16:15:00, 0.0
delivered,2022-08-04 16:30:00, 0.11
delivered,2022-08-04 16:45:00, 0.89
delivered,2022-08-04 17:00:00, 0.97
delivered,2022-08-04 17:15:00, 0.49
delivered,2022-08-04 17:30:00, 0.45
delivered,2022-08-04 17:45:00, 0.31
delivered,2022-08-04 18:00:00, 0.0
delivered,2022-08-04 18:15:00, 0.0
delivered,2022-08-04 18:30:00, 0.0
delivered,2022-08-04 18:45:00, 0.0
delivered,2022-08-04 19:00:00, 0.0
delivered,2022-08-04 19:15:00, 0.0
delivered,2022-08-04 19:30:00, 0.0
delivered,2022-08-04 19:45:00, 0.0
delivered,2022-08-04 20:00:00, 0.0
delivered,2022-08-04 20:15:00, 0.0
delivered,2022-08-04 20:30:00, 0.0
delivered,2022-08-04 20:45:00, 0.0
delivered,2022-08-04 21:00:00, 0.0
delivered,2022-08-04 21:15:00, 0.0
delivered,2022-08-04 21:30:00, 0.0
delivered,2022-08-04 21:45:00, 0.82
delivered,2022-08-04 22:00:00, 0.65
delivered,2022-08-04 22:15:00, 0.5
delivered,2022-08-04 22:30:00, 0.86
delivered,2022-08-04 22:45:00, 0.94
delivered,2022-08-04 23:00:00, 1.0
delivered,2022-08-04 23:15:00, 1.01
delivered,2022-08-04 23:30:00, 1.13
delivered,2022-08-04 23:45:00, 0.93
delivered,2022-08-05 00:00:00, 1.07
delivered,2022-08-05 00:15:00, 1.2
delivered,2022-08-05 00:30:00, 1.36
delivered,2022-08-05 00:45:00, 0.26
